"Name","PITCHER_THROWS","pitch_type","velo","brk_x","brk_z","spin_rate","extension"
"Lou Brown","L","FB",91.6,9.078,6.606,2067.289,6.0556
"Jack Bradfield","R","FB",97.901,-9.024,13.814,2184.95,6.1907
"Jimmy Pena","R","CH",84.317,4.243,16.073,1158.727,5.3727
"Roger Bomman","R","FB",91.5,7.571,10.35,2525.833,6.3074
"Lou Brown","L","CH",84.338,10.265,7.89,1577.616,6.6135
"Ben Williams","L","FB",93.902,-6.346,12.341,2393.745,5.8386
"Larry Fisher","R","FB",90.256,3.591,9.681,2063.467,6.6008
"Roger Bomman","R","FB",91.939,-4.797,8.459,2374.44,6.2095
"Charlie Donovan","R","FB",90.354,-7.188,3.97,2175.133,6.3125
"Roger Bomman","R","CH",82.931,8.208,4.001,2214.503,6.6984
"Billy Chapel","L","FB",87.998,7.771,7.841,2221.007,5.3831
"Rigo Sanchez","L","FB",87.899,-0.101,13.417,2093.175,5.8442
"Rigo Sanchez","L","FB",90.08,-2.964,12.494,2277.255,6.0896
"Charlie Donovan","R","FB",92.606,-7.038,4.994,1989.062,5.9406
"Mel Clark","R","FB",92.319,-10.985,8.845,2376.485,6.4874
"Larry Fisher","R","CH",84.268,6.265,7.334,1425.883,6
"Jim Bowers","L","FB",95.322,0.658,12.251,2418.189,7.144
"Rigo Sanchez","L","FB",89.168,1.659,11.407,2164.231,6.0262
"Hank Murphy","R","BRK",82.119,-2.038,1.181,2439.714,6.7909
"Billy Chapel","L","BRK",79.323,4.15,-1.127,2540.783,5.1765
"Hank Murphy","R","FB",95.096,-3.493,6.964,2461.122,7.0389
"Lou Brown","L","FB",89.247,10.102,8.076,2022.978,6.0279
"Roger Dorn","L","FB",90.601,12.461,7.836,2509.32,6.5809
"Jake Taylor","R","BRK",83.635,-2.572,0.145,2328.082,6.7441
"Lou Brown","L","CH",81.655,4.473,8.792,1421.42,6.4622
"Jack Bradfield","R","BRK",86.404,3.731,-0.195,1988.359,5.6367
"Pedro Cerrano","R","BRK",76.131,-2.436,-1.149,2155.001,5.6611
"Charlie Donovan","R","FB",92.601,-9.014,7.886,2298.935,6.0662
"Jake Taylor","R","FB",90.547,-7.457,9.047,2146.738,7.0836
"Lou Brown","L","FB",89.988,10.199,7.79,2126.562,6.2691
"Lou Collins","L","FB",91.753,-4.599,12.119,2182.929,5.6779
"Billy Chapel","L","FB",88.533,-4.617,8.969,2202.503,5.7064
"Lou Brown","L","FB",88.438,8.939,6.959,2074.16,5.8634
"Lou Brown","L","FB",91.42,9.311,6.119,2294.475,5.8241
"Hank Murphy","R","FB",92.444,-5.943,5.529,2251.17,6.1982
"Lou Collins","L","CH",77.337,7.573,1.294,2265.736,5.9845
"Jimmy Dougan","R","FB",87.697,9.443,6.126,1940.981,5.7694
"Charlie Donovan","R","FB",89.821,10.06,3.462,2020.886,6.4271
"Gus Sinski","L","BRK",76.372,-3.144,-2.679,2251.809,5.129
"Davis Birch","R","FB",87.7,-2.765,5.299,2698.467,5.6735
"Jake Taylor","R","BRK",85.163,-3.544,0.17,2438.74,6.9042
"Ken Strout","R","FB",91.996,-4.738,10.05,2463.532,5.9496
"Lou Brown","L","BRK",75.212,-7.878,3.794,2144.158,4.9513
"Terrence Mann","R","BRK",77.215,10.003,1.136,1896.904,5.764
"Ken Strout","R","FB",92.68,-4.029,9.341,2530.884,5.868
"Billy Chapel","L","BRK",77.281,3.102,-1.847,2580.057,5.1021
"Hank Murphy","R","BRK",86.6,-1.915,1.038,2835.849,6.0362
"Terrence Mann","R","FB",93.053,7.795,7.06,2272.703,6.2748
"Billy Chapel","L","FB",90.522,9.655,9.071,2292.493,5.2771
"Rigo Sanchez","L","BRK",88.214,2.39,12.469,2127.876,5.8973
"Lonnie Ritter","R","BRK",83.545,4.824,1.887,2347.729,4.9683
"Lou Brown","L","FB",89.919,-8.571,9.156,2195.022,5.9105
"Billy Chapel","L","CH",77.667,9.699,6.688,2596.796,5.0451
"Rigo Sanchez","L","FB",88.798,-0.797,16.216,2077.114,5.6713
"Ken Strout","R","FB",92.486,-3.845,8.001,2511.865,6.3508
"Roger Dorn","L","FB",87.242,11.974,8.005,2380.859,6.3435
"Jack Bradfield","R","FB",95.44,15.734,6.089,2166.101,5.9432
"Larry Fisher","R","FB",87.539,9.224,5.937,1930.465,6.7281
"Larry Fisher","R","FB",91.916,3.616,14.374,2339.647,6.5548
"Lou Brown","L","FB",90.612,8.726,6.429,2205.534,5.986
"Mel Clark","R","CH",84.013,12.005,5.393,1365.651,6.4887
"Billy Chapel","L","BRK",79.281,-2.906,-2.2,2636.138,5.1084
"Billy Chapel","L","FB",88.778,7.113,6.871,2158.9,5.2923
"Mel Clark","R","BRK",81.19,2.353,3.384,2128.973,5.6716
"Charlie Donovan","R","BRK",82.944,0.518,-2.074,2325.46,6.1689
"Billy Chapel","L","FB",89.827,-8.39,6.757,2281.95,5.3822
"Roger Bomman","R","FB",91.971,5.708,4.66,2238.035,6.5284
"Rigo Sanchez","L","FB",89.887,-0.754,13.77,2065.998,5.9485
"Jim Bowers","L","BRK",74.33,-4.616,-7.51,2419.129,6.4044
"Terrence Mann","R","FB",90.728,7.034,4.775,2056.685,6.4083
"Roger Bomman","R","FB",94.394,10.348,3.331,2580.282,6.4677
"Roger Bomman","R","FB",92.073,-7.421,6.231,2254.575,6.2121
"Ben Williams","L","FB",93.733,5.634,10.986,2105.759,6.2157
"Lou Collins","L","FB",92.773,-5.129,8.56,2179.213,6.0282
"Lonnie Ritter","R","FB",93.723,7.584,3.134,2120.967,5.6342
"Gus Sinski","L","BRK",81.92,3.699,2.728,2330.105,5.5648
"Bo Gentry","L","FB",91.859,11.123,5.154,1851.407,5.6292
"Charlie Donovan","R","FB",88.777,7.636,8.066,2109.491,5.7861
"Terrence Mann","R","FB",91.134,-8.902,11.222,2183.007,6.9184
"Mel Clark","R","BRK",84.961,1.411,2.682,2144.835,5.9442
"Lou Collins","L","CH",76.247,9.953,3.13,2267.26,5.6485
"Mickey Scales","R","FB",90.114,-5.488,11.177,2119.42,6.1237
"Ken Strout","R","FB",88.279,5.839,9.245,2370.823,5.9857
"Lou Collins","L","CH",73.531,6.034,-3.261,2232.513,5.9125
"Lou Collins","L","FB",92.627,6.92,13.519,2026.464,5.9016
"Mel Clark","R","FB",94.679,17.25,7.259,2659.366,6.2329
"Mickey Scales","R","FB",90.438,5.051,11.7,2070.594,6.5117
"Roger Dorn","L","FB",87.756,-9.232,8.655,2295.377,6.2647
"Lou Brown","L","FB",89.184,-7.996,10.86,2180.239,6.0059
"Billy Heywood","L","BRK",81.957,-1.66,2.785,NA,5.7647
"Terrence Mann","R","FB",90.226,4.497,8.398,2177.209,6.8447
"Billy Chapel","L","FB",87.954,-6.048,10.162,2296.684,5.5264
"Roger Dorn","L","FB",87.773,10.262,9.698,2395.355,6.652
"Terrence Mann","R","FB",90.76,6.764,2.184,2168.144,6.9852
"Mel Clark","R","FB",95.499,-8.59,9.826,2646.768,6.2151
"Ben Williams","L","FB",94.678,-7.731,7.999,2154.365,6.5646
"Davis Birch","R","BRK",75.287,-3.975,-8.771,2849.799,4.8995
"Ken Strout","R","FB",92.216,3.472,11.768,2398.421,5.9126
"Ben Williams","L","FB",95.009,6.116,9.269,2273.008,5.8881
"Ben Williams","L","FB",93.275,1.488,8.312,2123.084,6.1678
"Hank Murphy","R","BRK",85.812,2.24,0.823,2786.946,5.9989
"Roger Dorn","L","FB",87.027,9.774,7.356,2367.985,6.4523
"Davis Birch","R","FB",84.767,2.832,8.536,2464.498,6.0008
"Mickey Scales","R","FB",92.866,-6.737,14.636,2348.253,6.6159
"Terrence Mann","R","BRK",76.38,5.219,1.594,1869.955,6.2248
"Lou Collins","L","FB",91.43,6.97,13.161,2143.53,5.5529
"Lonnie Ritter","R","FB",92.519,-7.513,7.93,2054.066,5.4039
"Gus Sinski","L","FB",84.508,9.192,7.289,2223.914,5.6388
"Larry Fisher","R","BRK",78.976,7.781,3.417,2112.596,5.6647
"Roger Dorn","L","FB",86.828,8.22,10.378,2282.786,6.2205
"Ben Williams","L","CH",82.738,8.406,6.719,1764.907,5.931
"Ben Williams","L","FB",94.102,6.441,11.193,2477.934,5.9388
"Jack Bradfield","R","FB",96.43,-13.935,7.405,2297.612,5.9293
"Lou Brown","L","FB",89.754,10.971,4.235,2078.327,6.0723
"Charlie Donovan","R","BRK",77.082,-0.449,-0.992,2295.1,5.2281
"Roger Dorn","L","FB",89.143,8.97,9.251,2368.48,6.3439
"Mel Clark","R","FB",95.236,-10.069,9.843,2597.575,6.2362
"Davis Birch","R","FB",86.266,3,2.02,2847.545,5.5853
"Terrence Mann","R","BRK",75.509,4.628,0.767,1725.16,6.0576
"Lou Brown","L","FB",91.202,6.714,8.883,2061.986,5.7238
"Charlie Donovan","R","BRK",83.982,-1.424,4.202,2063.685,5.4925
"Jake Taylor","R","BRK",87.06,3.17,8.762,2361.919,6.8869
"Ben Williams","L","CH",86.663,8.972,5.601,1898.963,6.0205
"Ben Williams","L","CH",84.111,10.934,5.106,1697.376,5.6215
"Ken Strout","R","FB",91.568,-19.055,1.809,2407.284,6.0923
"Charlie Donovan","R","FB",91.149,3.718,8.703,2401.591,6.1208
"Charlie Donovan","R","BRK",82.238,-1.344,-2.744,2443.712,5.5984
"Larry Fisher","R","FB",91.198,3.464,7.964,2267.424,7.003
"Gus Sinski","L","FB",86.222,7.366,6.393,1970.95,5.9536
"Charlie Donovan","R","FB",87.073,8.052,4.585,2188.552,6.5184
"Charlie Donovan","R","FB",91.631,-6.56,7.887,2372.436,6.1407
"Roger Dorn","L","CH",79.492,9.094,7.941,2021.634,6.4339
"Ben Williams","L","BRK",80.228,-6.11,-1.265,2432.024,5.109
"Rudy Bonilla","R","FB",90.842,4.341,6.89,2150.586,6.5354
"Rudy Bonilla","R","FB",89.106,-2.631,10.163,1862.678,6.5239
"Jack Bradfield","R","FB",94.154,-8.099,9.761,2164.341,6.0564
"Terrence Mann","R","FB",89.549,-6.455,6.97,2224.572,7.1282
"Ken Strout","R","FB",95.151,-2.814,10.049,2644.525,6.4151
"Terrence Mann","R","FB",91.817,-6.309,9.788,2377.31,6.8247
"Charlie Donovan","R","FB",90.037,10.15,19.971,1967.153,5.8487
"Rudy Bonilla","R","FB",88.824,-3.417,7.648,2052.891,6.7793
"Roger Dorn","L","FB",90.564,-9.802,6.773,2310.772,6.3958
"Lou Collins","L","CH",75.996,9.826,4.936,2055.351,5.8817
"Rigo Sanchez","L","BRK",86.139,2.222,13.86,2042.614,5.8087
"Ken Strout","R","FB",94.398,7.908,9.261,2616.513,6.6575
"Pete Klein","R","FB",92.585,6.724,10.959,2025.49,6.3375
"Lou Brown","L","BRK",77.662,-3.743,-0.535,2076.65,5.8445
"Jack Bradfield","R","BRK",88.773,-3.583,1.389,1988.506,5.3334
"Billy Heywood","L","CH",81.115,7.174,9.556,1160.395,5.735
"Billy Heywood","L","FB",90.154,3.62,10.718,2235.401,5.9656
"Terrence Mann","R","CH",78.769,-3.053,5.071,1486.518,6.6177
"Rigo Sanchez","L","FB",86.775,1.037,13.531,2079.09,5.6997
"Terrence Mann","R","BRK",77.716,-5.369,-1.247,1871.078,6.0224
"Roger Dorn","L","CH",80.41,11.68,7.241,2002.055,5.8228
"Gus Sinski","L","FB",88.704,9.791,3.982,2147.72,5.6604
"Jack Bradfield","R","FB",94.759,-6.773,8.407,2294.292,5.8572
"Jim Bowers","L","FB",91.901,0.837,14.413,2359.897,6.8917
"Ben Williams","L","BRK",81.941,6.298,1.805,2421.863,5.017
"Lou Collins","L","FB",89.577,-5.163,11.772,2078.512,5.3832
"Rudy Bonilla","R","BRK",75.073,5.796,-0.565,2122.524,6.202
"Lou Brown","L","FB",89.889,11.154,5.095,2113.387,6.0083
"Billy Heywood","L","CH",81.841,-3.929,3.738,1193.349,5.6392
"Jim Bowers","L","FB",93.46,-4.875,13.189,2398.606,7.0947
"Mickey Scales","R","FB",91.108,4.232,12.077,2198.998,6.5132
"Mickey Scales","R","FB",92.153,-5.005,10.258,2201.697,6.029
"Roger Bomman","R","CH",84.728,7.566,6.495,2460.862,6.3925
"Ben Williams","L","FB",93.929,6.933,7.956,2252.118,5.8978
"Mel Clark","R","BRK",82.231,2.886,2.319,2207.078,5.6374
"Billy Chapel","L","FB",88.975,7.253,11.007,2233.486,5.3555
"Pedro Cerrano","R","FB",89.719,4.464,9.766,2170.675,6.3932
"Gus Sinski","L","BRK",77.091,0.379,-1.616,2188.469,5.7015
"George Knox","L","FB",92.822,4.473,8.479,2600.772,6.4074
"Charlie Donovan","R","FB",90.446,-7.108,9.835,2133.194,6.0018
"Ben Williams","L","CH",83.422,5.653,8.152,1679.318,6.4591
"Lou Collins","L","FB",89.677,6.853,10.512,2215.633,5.4948
"Mickey Scales","R","FB",93.078,1.041,8.286,2358.176,6.5298
"Roger Dorn","L","FB",87.424,10.272,8.951,2139.984,6.2903
"Lou Collins","L","FB",92.584,5.442,13.758,2150.595,6.0202
"Terrence Mann","R","FB",89.5,-5.872,6.434,1968.232,6.923
"Hank Murphy","R","BRK",85.542,1.11,3.214,2710.218,6.3278
"Larry Fisher","R","FB",92.917,3.548,12.524,2398.459,6.6892
"Gus Sinski","L","BRK",80.394,2.916,-1.975,2363.707,5.556
"Bo Gentry","L","FB",92.198,9.697,1.802,1817.389,5.6303
"Jim Bowers","L","FB",93.881,3.728,12.117,2382.304,7.0972
"Jim Bowers","L","FB",91.042,2.269,12.443,2318.768,6.8812
"Ken Strout","R","CH",81.964,5.493,8.137,1996.045,6.0293
"Ken Strout","R","FB",92.774,1.664,7.211,2616.861,5.7632
"Lonnie Ritter","R","FB",91.064,-8.942,7.384,2092.378,5.343
"Pedro Cerrano","R","FB",89.042,5.966,10.396,2264.098,6.3445
"Terrence Mann","R","FB",91.042,9.55,4.451,2291.676,6.9383
"Ben Williams","L","FB",94.686,6.268,7.964,2262.958,5.8814
"Roger Dorn","L","CH",76.698,11.588,4.206,1612.33,6.3676
"Jim Bowers","L","FB",92.797,-2.535,14.469,2276.239,7.2025
"Ken Strout","R","CH",88.73,-6.988,8.045,2195.424,6.2818
"Roger Dorn","L","FB",88.189,7.844,9.598,2340.537,6.4906
"Gus Sinski","L","FB",86.089,5.531,8.254,2014.284,5.8054
"Lonnie Ritter","R","FB",93.883,-6.97,6.287,2151.407,6.2786
"Ben Williams","L","BRK",80.736,5.041,-5.281,2513.771,5.049
"Hank Murphy","R","CH",82.455,6.223,2.065,1704.177,6.5858
"Roger Dorn","L","CH",81.389,10.251,3.954,2033.375,6.5245
"Davis Birch","R","BRK",78.68,-6.423,-9.302,3192.297,5.8391
"Mel Clark","R","FB",97.276,-11.778,5.736,2668.017,6.1268
"Roger Bomman","R","FB",91.901,-0.557,12.142,2504.947,6.6306
"Lonnie Ritter","R","CH",84.694,2.206,4.721,1361.74,5.8808
"Jake Taylor","R","FB",92.232,-8.586,6.474,2049.078,7.1089
"Ben Williams","L","FB",94.039,-7.326,10.586,2264.211,6.1841
"Lou Collins","L","FB",89.863,-8.573,8.275,2051.09,6.1008
"Charlie Donovan","R","BRK",80.583,0.164,0.997,2320.824,5.3662
"Jimmy Dougan","R","FB",87.561,5.174,7.263,1863.652,5.5468
"Mickey Scales","R","FB",93.483,6.587,11.918,2307.709,6.4899
"Lonnie Ritter","R","FB",94.508,-6.456,6.796,2107.37,5.7911
"Jimmy Dougan","R","FB",87.443,-8.253,7.358,1814.96,6.0358
"Lou Collins","L","BRK",75.587,9.549,-5.589,2554.288,5.5917
"Ken Strout","R","FB",88.711,4.307,8.181,2359.213,6.0591
"Mickey Scales","R","FB",94.868,-1.056,11.039,2361.915,5.821
"Roger Dorn","L","FB",88.63,9.015,8.673,2174.674,6.0006
"Hank Murphy","R","FB",94.11,4.489,6.862,2428.123,6.8999
"Roger Bomman","R","BRK",75.628,-8.796,-7.623,2330.11,5.7552
"Jake Taylor","R","FB",90.587,6.908,9.889,2032.634,6.8202
"Davis Birch","R","FB",85.843,5,4.339,2632.938,5.7238
"Roger Dorn","L","FB",90.315,11.254,8.207,2317.192,6.3113
"Roger Dorn","L","FB",90.927,10.847,7.515,2403.299,6.5206
"Jack Bradfield","R","CH",86.193,7.859,1.325,2000.746,5.524
"Gus Sinski","L","FB",85.553,8.458,2.061,2136.963,5.9513
"Charlie Donovan","R","FB",91.687,5.817,8.708,2112.252,6.0372
"Roger Dorn","L","FB",87.888,11.326,8.524,2445.732,6.3308
"Mickey Scales","R","FB",93.167,5.841,10.417,2347.101,5.9902
"Ken Strout","R","BRK",78.226,8.773,-1.72,2693.112,5.4892
"Davis Birch","R","BRK",76.063,6.293,-10.303,3093.267,5.237
"Ben Williams","L","BRK",79.947,-6.296,-4.218,2390.36,5.2233
"Rigo Sanchez","L","BRK",83.858,-0.556,13.076,2042.295,5.6998
"Rigo Sanchez","L","FB",87.811,1.291,14.057,2077.645,5.6941
"Larry Fisher","R","FB",90.026,-0.086,6.605,2000.356,7.0845
"Billy Chapel","L","FB",90.321,8.722,11.523,2222.627,5.5022
"Charlie Donovan","R","FB",88.775,-7.062,7.987,2036.407,5.8464
"Roger Dorn","L","CH",79.995,9.367,3.295,2010,6.0838
"Roger Dorn","L","FB",91.744,9.649,6.701,2321.112,6.5349
"Roger Bomman","R","FB",94.894,10.261,4.728,2341.928,5.8587
"Roger Dorn","L","FB",86.252,10.859,9.172,2325.254,6.4819
"Larry Fisher","R","BRK",87.168,0.845,3.058,2088.252,6.4106
"Larry Fisher","R","CH",81.052,3.98,5.521,1330.852,6.0794
"Terrence Mann","R","FB",93.212,-2.992,8.789,2206.396,6.5954
"Rudy Bonilla","R","FB",92.027,-5.191,7.604,2043.177,6.4501
"Roger Dorn","L","FB",87.167,7.369,7.992,2294.486,6.6058
"Lou Collins","L","BRK",76.884,6.865,-8.744,2844.096,5.5875
"Charlie Donovan","R","FB",91.721,-8.084,7.577,2019.103,6.3441
"Charlie Donovan","R","CH",84.721,13.499,7.39,2038.129,5.5957
"Lonnie Ritter","R","FB",93.192,-7.326,7.117,1966.537,5.6951
"Pedro Cerrano","R","BRK",77.486,0.465,1.204,2064.877,5.8676
"Ken Strout","R","FB",92.768,-11.067,5.278,2415.857,5.9966
"Pedro Cerrano","R","BRK",77.188,1.161,-0.771,2244.972,5.8367
"Lou Collins","L","BRK",78.418,6.517,-9.607,2783.572,6.0891
"Charlie Donovan","R","FB",91.528,4.768,4.892,2051.763,5.981
"Mickey Scales","R","FB",94.398,-4.965,11.465,2368.303,6.7271
"Mickey Scales","R","FB",92.571,-5.377,12,2421.998,6.4517
"Billy Chapel","L","FB",89.712,18.811,18.511,2232.475,5.3947
"Pedro Cerrano","R","FB",89.106,-1.575,9.082,2273.498,6.2163
"Terrence Mann","R","FB",89.891,-5.407,6.454,2023.576,7.0468
"Lou Collins","L","FB",92.255,-2.273,10.889,2089.833,5.9799
"Hank Murphy","R","FB",94.14,5.684,7.654,2388.01,6.4462
"Lonnie Ritter","R","FB",93.827,9.166,5.143,2091.537,5.9318
"Mel Clark","R","FB",93.848,-11.763,7.945,2605.977,6.2077
"Lou Brown","L","FB",90.03,8.999,6.351,2126.02,6.0898
"Charlie Donovan","R","BRK",82.858,-1.732,0.055,2394.896,5.5581
"Roger Bomman","R","FB",91.962,9.055,8.503,2460.357,6.0726
"Billy Chapel","L","BRK",69.608,-5.477,-3.824,2455.209,4.8011
"Larry Fisher","R","FB",90.808,2.267,12.35,2327.132,6.653
"Ken Strout","R","FB",90.744,-1.707,8.418,2488.179,6.7042
"Bo Gentry","L","FB",89.211,9.107,9.49,1817.516,5.4119
"Roger Bomman","R","FB",89.949,9.339,4.661,2286.18,6.3
"Mel Clark","R","BRK",83.784,-4.15,2.003,2197.155,6.0317
"Billy Chapel","L","BRK",80.641,6.623,-3.802,2828.291,5.2424
"Lou Brown","L","BRK",73.85,5.309,3.872,1973.545,5.8707
"Lou Brown","L","FB",90.336,9.642,7.133,2180.838,5.7929
"Ben Williams","L","BRK",81.746,-6.826,-4.474,2365.976,5.9901
"Mel Clark","R","FB",93.251,-3.23,8.45,2457.479,6.139
"Lou Collins","L","CH",76.254,8.76,2.082,2296.009,5.8205
"Ben Williams","L","FB",94.171,4.633,7.872,2190.615,6.2433
"Terrence Mann","R","CH",83.623,8.947,4.218,1602.295,6.8678
"Jim Bowers","L","FB",94.6,-2.783,12.861,2350.132,7.0906
"Charlie Donovan","R","BRK",82.052,0.448,-1.003,2479.523,5.4995
"Pedro Cerrano","R","BRK",78.177,0.749,1.069,2242.411,5.7047
"Mickey Scales","R","FB",94.106,6.062,15.274,2387.42,6.4689
"Bo Gentry","L","BRK",84.057,-0.996,2.902,2236.018,5.6707
"George Knox","L","FB",92.851,-4.277,10.498,2645.702,7.1925
"Roger Bomman","R","FB",93.152,-8.524,5.357,2471.087,6.6514
"Jake Taylor","R","BRK",76.997,-3.395,-2.925,2296.495,6.5274
"Roger Dorn","L","FB",90.149,-11.236,7.454,2302.706,6.5716
"Mel Clark","R","FB",95.859,4.968,7.646,2617.297,6.4686
"Charlie Donovan","R","FB",92.079,5.268,12.328,2189.755,6.281
"Lou Brown","L","CH",86.152,10.356,5.809,2001.51,5.9866
"Ken Strout","R","BRK",78.08,-14.253,-3.806,2601.171,5.4636
"Billy Chapel","L","FB",86.165,7.137,7.914,2022.958,5.218
"Jack Bradfield","R","CH",90.921,-5.231,9.352,1929.838,6.0485
"Billy Chapel","L","FB",87.575,8.635,8.292,1976.239,5.251
"Terrence Mann","R","FB",90.082,8.957,5.001,2129.861,7.1693
"Charlie Donovan","R","FB",92.027,4.527,9.156,2058.114,5.813
"Billy Chapel","L","BRK",78.838,-2.851,-1.051,2638.752,5.1309
"Charlie Donovan","R","BRK",84.913,-2.217,1.945,2185.397,5.5771
"Ben Williams","L","FB",92.745,5.907,12.005,2366.091,5.8854
"Roger Bomman","R","FB",93.153,6.095,8.617,2554.577,6.3105
"Roger Bomman","R","FB",94.685,-4.854,11.72,2384.094,6.5143
"Jack Bradfield","R","CH",87.817,8.983,5.969,1712.949,6.4257
"Lou Brown","L","FB",89.248,8.891,8.316,1864.266,6.0147
"Rigo Sanchez","L","FB",90.676,0.37,12.66,2019.58,6.0856
"Jake Taylor","R","FB",91.207,-8.428,7.705,2189.168,6.8633
"Jack Bradfield","R","FB",94.773,5.78,7.606,2155.996,5.9466
"Lonnie Ritter","R","FB",90.985,-8.727,5.14,1956.415,5.6538
"Charlie Donovan","R","BRK",84.751,6.175,18.916,2089.358,5.5436
"Jake Taylor","R","FB",91.147,8.073,6.844,2157.067,6.9219
"Roger Dorn","L","FB",89.519,-11.177,9.195,2422.789,6.2832
"Lou Collins","L","FB",90.064,-3.435,9.804,2136.047,6.1031
"Ben Williams","L","FB",95.241,-6.987,9.404,2108.651,6.0635
"Gus Sinski","L","FB",87.623,5.015,8.034,2052.971,5.8555
"Pedro Cerrano","R","FB",86.989,-3.978,9.498,2257.971,6.2897
"Billy Chapel","L","FB",90.212,9.577,6.327,2169.791,5.3091
"Larry Fisher","R","FB",90.253,5.76,11.576,2318.916,6.4742
"Mickey Scales","R","FB",91.735,-6.877,10.337,2377.233,5.8815
"Terrence Mann","R","FB",89.719,-6.764,4.425,2175.021,7.0363
"Lou Brown","L","CH",82.245,2.785,10.21,1523.767,6.7375
"Billy Chapel","L","FB",87.799,7.117,8.208,2217.958,5.4631
"Hank Murphy","R","FB",89.935,4.21,5.95,2406.826,6.5017
"Lonnie Ritter","R","FB",92.2,-6.292,5.732,2090.027,5.8268
"Jack Bradfield","R","FB",94.915,-9.368,7.863,2214.934,6.0251
"Roger Dorn","L","FB",89.213,-7.996,7.893,2398.142,5.8744
"Ben Williams","L","CH",83.936,8.537,6.217,1630.529,6.1368
"Charlie Donovan","R","BRK",82.162,0.044,-2.387,2517.853,5.5929
"Larry Fisher","R","FB",90.516,-0.475,11.807,2296.736,6.4971
"Pete Klein","R","BRK",71.949,3.634,-6.93,1772.799,5.7801
"Jake Taylor","R","FB",91.314,8.001,6.525,2202.777,7.0226
"Mickey Scales","R","FB",92.484,-5.374,10.222,2221.366,5.7429
"Larry Fisher","R","CH",83.554,5.977,2.821,1338.827,6.6142
"Ken Strout","R","FB",93.19,-4.504,10.195,2434.455,6.0451
"Pedro Cerrano","R","BRK",78.668,1.235,-0.669,2230.243,5.8407
"Roger Dorn","L","FB",92.222,-8.105,9.167,2370.697,6.4379
"Ken Strout","R","BRK",78.865,8.719,-1.889,2675.194,5.4729
"Roger Dorn","L","FB",87.824,-12.195,10.862,2395.965,6.3583
"Jack Bradfield","R","FB",94.697,-7.578,8.667,2164.222,6.125
"Terrence Mann","R","FB",93.046,6.459,4.354,1939.758,6.7562
"Jim Bowers","L","FB",93.393,-2.692,11.803,2353.768,7.1508
"Jim Bowers","L","BRK",75.916,1.729,-7.902,2470.986,7.0732
"Roger Bomman","R","BRK",76.465,11.207,-5.65,2281.034,6.0541
"Lou Brown","L","FB",87.505,-11.442,8.049,1951.384,6.0023
"Jimmy Pena","R","BRK",81.521,7.622,8.288,2156.246,5.3585
"Lou Brown","L","FB",89.347,7.973,8.876,2095.216,6.0889
"Pete Klein","R","BRK",70.842,-5.019,-6.195,1823.223,6.0359
"Jimmy Dougan","R","FB",87.912,6.384,8.215,1931.734,5.7813
"Ben Williams","L","FB",92.289,6.092,11.639,2016.71,5.9868
"Lou Brown","L","FB",88.29,-9.275,10.671,2140.401,5.8293
"Ben Williams","L","CH",85.587,8.782,6.66,1767.869,6.152
"Lou Brown","L","FB",89.42,8.273,6.832,2164.997,5.9354
"Jack Bradfield","R","BRK",87.746,-5.406,3.591,1957.424,5.6046
"Lou Collins","L","BRK",77.882,4.836,-8.288,2804.164,5.9421
"Ben Williams","L","FB",95.504,6.274,10.097,2222.786,5.8498
"Lou Collins","L","FB",92.169,6.166,11.647,2307.473,5.9399
"Rigo Sanchez","L","CH",78.048,-1.75,-9.207,2789.55,5.8581
"Ben Williams","L","FB",96.566,-6.041,6.019,2178.519,6.6213
"Lou Brown","L","FB",91.316,8.326,5.916,2202.498,5.9154
"Lou Collins","L","FB",91.284,-2.839,9.425,2053.896,6.1816
"Ben Williams","L","FB",93.819,-6.596,9.104,2112.374,6.4851
"Pedro Cerrano","R","FB",89.923,-6.704,9.681,2227.08,6.0918
"Roger Bomman","R","FB",90.492,-7.213,8.002,2446.658,6.3832
"Ben Williams","L","FB",94.035,-5.964,8.979,2071.657,6.1963
"Roger Dorn","L","FB",89.899,8.578,10.662,2049.341,6.09
"Ben Williams","L","BRK",81.229,-6.433,-1.921,2350.602,5.0675
"Roger Dorn","L","BRK",77.986,-7.111,-4.756,2708.677,5.8729
"Larry Fisher","R","FB",88.957,-5.698,7.218,1982.293,6.9633
"Hank Murphy","R","CH",84.191,8.24,-0.403,1619.245,6.0567
"Hank Murphy","R","BRK",85.915,4.423,2.676,2546.313,6.1157
"George Knox","L","FB",93.868,-6.312,5.797,2493.607,6.7219
"Lou Collins","L","FB",90.047,6.787,13.139,2082.767,6.0921
"Billy Heywood","L","CH",81.497,-2.824,2.437,1094.332,5.7149
"Charlie Donovan","R","FB",91.309,4.055,8.172,1940.989,5.9877
"Larry Fisher","R","FB",91.168,-2.211,12.625,2325.011,6.715
"Rudy Bonilla","R","FB",86.984,7.133,9.188,2090.023,6.2651
"Charlie Donovan","R","FB",91.844,7.645,6.399,2112.405,6.5836
"Davis Birch","R","FB",85.383,-4.388,4.014,2556.392,6.1709
"Mickey Scales","R","FB",93.916,-6.755,11.066,2347.027,6.0169
"Mel Clark","R","BRK",82.859,2.485,0.794,2198.179,5.9686
"Ken Strout","R","BRK",78.205,6.768,-4.255,2696.484,5.649
